"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z22FZZBD","journalArticle","2015","","Covariability of zooplankton gradients with glider-detected density fronts in the Southern California Current System","Deep-Sea Research II","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1016/j.dsr2.2014.04.002__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypbfIwzsU$","Frontsrepresentsharpboundariesbetweenwatermasses,butseasonalandinterannualvariationin their occurrenceandeffectsonthedistributionsofpelagicorganismsarepoorlyunderstood.Thisstudy reports resultsfromsixyearsofoceanfrontobservations(2006–2011)alongtwotransectlinesacross the SouthernCaliforniaCurrentSystem(SCCS)usingautonomous Spray ocean gliders.Duringthistime, 154positivenear-surfacedensityfrontswereidentified within124completedtransectsconsistingof nearly23,000verticalprofiles. Theincidenceofsurfacedensityfrontsshoweddistinctseasonalityalong line 80offPt.Conception,withfewerfrontsoccurringduringwintermonthsandmorenumerousfronts in thenearshoreandduringspring,summerandfall.Online90,frontsweretheleastcommon nearshore andmostfrequentinatransitionalregionoffshore.Horizontaldensitygradientsinthesurface layer(0–50 m)weresignificantly correlatedwithhorizontalgradientsinsurfacelayerChlorophyll-a (Chl-a) fluorescence, aswellaswithmeanvolumebackscatter(MVBS)recordedbya750kHzacoustic Doppler profiler.Densityfrontswerenotonlyzonesofrapidlychangingphytoplanktonandzooplankton biomass concentrations,butalsomorelikelytobezonesofenhancedacousticbackscatterandChl-a fluorescence thanregions flanking thefronts.MVBSandChl-a gradients weresignificantly correlated with gradientsinotherhydrographicvariablessuchastemperature,salinity,andspiciness,andweakly with cross-trackcurrentvelocity,thoughdensitygradientsremainedthesinglebestpredictorofstrong MVBS and fluorescencegradients.Largemobilepredatorsforaginginthevicinityofsuchfeaturescould locate habitatwithhigherzooplanktonbiomassconcentrationsupto85%ofthetimebytravelingup local densitygradients(i.e., towardratherthanawayfromdensersurfacewaters).Wediscuss implications oftheseresultsinthecontextoflong-termtrendsinoceanfrontsintheSCCS.","2015","2023-01-06 15:10:58","2023-01-06T15:10:58Z","","79-90","","","112","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0238; AR2015 Edition: 24 April 2014 Type: 10.1016/j.dsr2.2014.04.002","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLKNSKCP","journalArticle","2020","Evans, Z.","Drivers of deoxygenation in the southern California Current system","Geophysical Research Letters","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0484; AR2020","","","","CCE; submitted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTN5MPFK","journalArticle","2020","Rastetter, E. B.","Future trajectories of ecosystems in the U.S. Long-Term Ecological Research Network: The importance of time lags","Ecosystems","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0470; AR2020","","","","CCE; In press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9IMAXMV","journalArticle","2021","Chabert, P.","Cross-Shore Flow and Implications for Carbon Export in the California Current Ecosystem: A Lagrangian Analysis","Journal of Geophysical Research: Oceans","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2020JC016611__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypAvd1fjw$","Eastern Boundary Current Upwelling Systems are regions of elevated primary production and carbon export and thus play a central role in the global carbon cycle. In these regions, nutrient upwelling occurs in a narrow region close to the coast, but primary production and carbon export are typically observed across a broader region. The fact that productive waters reach the open ocean has important consequences for the biological carbon pump, because such transport connects nutrient sources close to the coast to the deep carbon sinks of the offshore ocean. However, many aspects of this offshore transport are still not known. Here we address seasonal and interannual variability of upwelling-related cross-shore flows in the California current ecosystem (CCE) by employing Lagrangian diagnostics of horizontal transport inferred from satellite data. We define an advective age as the time a water parcel flowed offshore of the 500 m isobath. We find that the offshore extension of high Chl-a waters covaries with the age of a coastal water parcel, and is consistent with mesoscale circulation. Interannual variability in the offshore extent of older waters is primarily driven by mesoscale variability and covaries with large scale forcing by both ENSO and the NPGO. The measured ratio of in-situ new production: carbon export also covaries with water age, and tends to be ≫ 1 in younger and more balanced in older waters. Our results may help to parameterize the role of the finescale on the export of carbon in upwelling regions for climate resolving models.","2021","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","14 pgs","","","126","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribiution #0494 Type: 10.1029/2020JC016611","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3XR9LIV","journalArticle","2020","Swalethorp R., L. Aluwihare","Errors associated with compound-specific d15N analysis of amino acids in preserved fish sampled purified by high-pressure liquid chromatography","Limnology and Oceanography: Methods","","","","https://urldefense.com/v3/__https://doi.org/10.1002/lom3.10359__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp45cirmg$","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0476; AR2020 Type: 10.1002/lom3.10359","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCS2MQ3T","journalArticle","2020","Stephens, B.","Euphotic zone nitrification in the California Current Ecosystem","Limnology and Oceanography","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","790-806","","","65","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0461; AR2020 Type: 10.1002/lno.11348","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGIHUGD8","journalArticle","2020","Santora, J. A.","Habitat compression and ecosystem shifts as potential links between marine heatwave and record whale entanglements","Nature Communications","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","1","11","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0480; AR2020 Type: 10.1038/s41467-019-14215-w","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJZQFXCR","journalArticle","2019","Kolody, B.","Diel transcriptional rhythms of a California Current plankton microbiome reveal iron limitation, enduring viral infection, and seasonal acclimation","The ISME Journal","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0450; AR2019 Type: 10.1038/s41396-019-0472-2","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GF4EKJYT","journalArticle","2019","Lombard, F.","Globally consistent quantitative observations of planktonic ecosystems.","Frontiers in Marine Science","","","","https://urldefense.com/v3/__https://doi.org/10.3389/fmars.2019.00196__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypfVwTOpY$","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","196","6","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0460; AR2020 Type: 10.3389/fmars.2019.00196","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYJK98WM","journalArticle","2019","Hetherington, E. D.","Effects of chemical preservation on bulk and amino acid isotope ratios of zooplankton, fish, and squid tissues","Rapid Communications in Mass Spectrometry","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","935-945","","","33","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0459; AR2020 Type: 10.1002/rcm.8408","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
