"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UTHSLYWP","journalArticle","2020","Valencia, B.","Microbial communities associated with sinking particles across an environmental gradient in the California Current System","Environ. Microbiology","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0405; RR2018, AR2018","","","","CCE; In review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWKQYAUG","journalArticle","2020","Stukel, M. R. and K. A. Barbeau","Investigating the nutrient landscape in a coastal upwelling region and its relationship to the biological carbon pump","Geophysical Research Letters","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","47","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0464; AR2020 Type: 10.1029/2020GL087351","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXSSTTLM","journalArticle","2020","Wang, S.","Lagrangian studies of net community production: assessing the effect of diel and multi-day non-steady state factors and vertical fluxes","Journal of Geophysical Research: Biogeosciences","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2019JC015984__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypTyLyTsc$","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","6","125","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0442; AR2019 Type: 10.1029/2019JG005569","","","","Accepted; CCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTCYUJXM","thesis","2020","Manck, L.","Microbial Iron Acquisition and Organic Matter Cycling in the Marine Environment","","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","Univeresity of California","San Diego, CA","","","","","","","","Accession Number: CCE LTER Contribution #0485; AR2020 Volume: Ph.D","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGGN8TD7","thesis","2020","Rivera, S.; Aluwihare, L.","Microbial Ecology of the California Current Ecosystem","","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","","","","","","Accession Number: CCE LTER Contribution #0486; AR2020 Volume: Ph.D.","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG8QNGV2","journalArticle","2020","Kranz, S. A.","Lagrangian Studies of Marine Production: A Multimethod Assessment of Productivity Relationshipsin the California Current EcosystemUpwelling Region","Journal of Geophysical Research: Oceans","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2019JG005569__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypBSysAK4$ .","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","6","125","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0472; AR2020 Type: 10.1029/2019JC015984","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6X33QFB","thesis","2020","Choi, E.; Burton, Ron","Monitoring spatiotemporal variation in the spawning activity of marine fishes through the molecular identification of fish eggs","","","","","","","2020","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","M.S.","","","","","Accession Number: CCE LTER Contribution #0489; AR2020","","","","CCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FF9MPVV","journalArticle","2019","Fender, C. K.","Investigating particle size-flux relationships and the biological pump across a range of plankton ecosystem states from coastal to oligotrophic","Frontiers in Marine Science","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","603","6","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0446; AR2019 Type: 10.3389/fmars.2019.00603","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYFYHQEE","journalArticle","2019","Ellen, J. S.","Improving plankton image classification using context metadata","Limnology and Oceanography - Methods","","","","","Advances in both hardware and software are enabling rapid proliferation of in situ plankton imaging methods, requiring more effective machine learning approaches to image classification. Deep Learning methods, such as convolutional neural networks (CNNs), show marked improvement over traditional feature-based supervised machine learning algorithms, but require careful optimization of hyperparameters and adequate training sets. Here, we document some best practices in applying CNNs to zooplankton and marine snow images and note where our results differ from contemporary Deep Learning findings in other domains. We boost the performance of CNN classifiers by incorporating metadata of different types and illustrate how to assimilate metadata beyond simple concatenation. We utilize both geotemporal (e.g., sample depth, location, time of day) and hydrographic (e.g., temperature, salinity, chlorophyll a) metadata and show that either type by itself, or both combined, can substantially reduce error rates. Incorporation of context metadata also boosts performance of the feature-based classifiers we evaluated: Random Forest, Extremely Randomized Trees, Gradient Boosted Classifier, Support Vector Machines, and Multilayer Perceptron. For our assessments, we use an original data set of 350,000 in situ images (roughly 50% marine snow and 50% nonsnow sorted into 26 categories) from a novel in situ Zooglider. We document asymptotically increasing performance with more computationally intensive techniques, such as substantially deeper networks and artificially augmented data sets. Our best model achieves 92.3% accuracy with our 27-class data set. We provide guidance for further refinements that are likely to provide additional gains in classifier accuracy.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","439-461","","","17","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0456; AR2020 Type: 10.1002/lom3.10324","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3N725L3E","journalArticle","2018","Ohman, M. D.","Introduction to collection of papers on the response of the southern California Current Ecosystem to the Warm Anomaly and El Niño, 2014–16","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.08.011__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypao988Iw$","This contribution provides an introduction to a sequence of five papers (CCE I- CCE V) that describe the impact of the Warm Anomaly of 2014–15 and El Niño 2015–16 on the pelagic food web of the southern California Current Ecosystem. These contributions analyze the influence of these two warm water perturbations on satellite-based measures of ocean fronts, export efficiency out of the euphotic zone, copepod egg production, mesozooplankton community structure, and a synthesis of primary production, mesozooplankton grazing, and gravitational fluxes of organic carbon.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1-3","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0423; AR2019 Type: 10.1016/j.dsr.2018.08.011","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DU6RPLNU","journalArticle","2018","Stukel M. R., T. Biard","Large phaeodaria in the twilight zone: Their role in the carbon cycle","Limnol. Oceanogr.","","","","","Advances in in situ imaging allow enumeration of abundant populations of large Rhizarians that compose a substantial proportion of total mesozooplankton biovolume. Using a quasi‐Lagrangian sampling scheme, we quantified the abundance, vertical distributions, and sinking‐related mortality of Aulosphaeridae, an abundant family of Phaeodaria in the California Current Ecosystem. Inter‐cruise variability was high, with average concentrations at the depth of maximum abundance ranging from < 10 to > 300 cells m−3, with seasonal and interannual variability associated with temperature‐preferences and regional shoaling of the 10°C isotherm. Vertical profiles showed that these organisms were consistently most abundant at 100–150 m depth. Average turnover times with respect to sinking were 4.7–10.9 d, equating to minimum in situ population growth rates of ~ 0.1–0.2 d−1. Using simultaneous measurements of sinking organic carbon, we find that these organisms could only meet their carbon demand if their carbon : volume ratio were ~ 1 μg C mm−3. This value is substantially lower than previously used in global estimates of rhizarian biomass, but is reasonable for organisms that use large siliceous tests to inflate their cross‐sectional area without a concomitant increase in biomass. We found that Aulosphaeridae alone can intercept > 20% of sinking particles produced in the euphotic zone before these particles reach a depth of 300 m. Our results suggest that the local (and likely global) carbon biomass of Aulosphaeridae, and probably the large Rhizaria overall, needs to be revised downwards, but that these organisms nevertheless play a major role in carbon flux attenuation in the twilight zone.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","2579-2594","","6","63","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0407; RR2018, AR2018 Type: 10.1002/lno.10961","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZW7UJPY","journalArticle","2018","Netburn, A. N. and J. A. Koslow","Mesopelagic fish assemblages across oceanic fronts: A comparison of three frontal systems in the southern California Current Ecosystem","Deep Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.03.005__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp4otCNhI$","With strong horizontal gradients in physical properties, oceanic frontal regions can lead to disproportionately high biological productivity. We examined cross-frontal changes in mesopelagic fish assemblages at three separate frontal systems in the southern California Current Ecosystem (CCE) as part of the CCE Long Term Ecological Research program: the A-Front sampled in October 2008, the C-Front in June/July 2011, and the EFront in July/August 2012. We analyzed the differential effects of front-associated regions on density and species composition of adult migratory and non-migratory fishes and larvae, and the larval to adult ratio (as a possible index of a population growth potential) for migratory and non-migratory species. The fronts did not have a strong effect on densities of any subset of the mesopelagic fish assemblage. The species composition of the vertical migratory fishes (and their larvae) was typically altered across fronts, with different assemblages present on either side of each front. The migratory assemblages at the fronts themselves were indistinguishable from those at the more productive side of the frontal system. In contrast, the assemblage composition of the nonmigratory fishes was indistinguishable between regions across all three of the fronts. The differences between the Northern and Southern assemblages at the A-Front were primarily based on biogeographic provinces, while the assemblages at the E-Front were largely distinguishable by their oceanic or coastal-upwelling zone associations. These results generally confirm those of previous studies on frontal systems in the California Current Ecosystem and elsewhere. The ratio of larvae to adults, a potential index of population growth potential, was altered across two of the fronts for migratory species, elevated on the colder side of the A-Front and the warmer side of the EFront. This finding suggests that fronts may be regions of enhanced reproduction. The larvae to adult ratio was indistinguishable for non-migratory species at all three frontal systems. The non-migratory component of the community was little influenced by the presence of a front, apparently because the regions of strongest horizontal spatial gradients were too shallow to be experienced directly. We speculate that there was no change in larval community composition and population growth index at the most dynamic frontal system (C-Front) compared to the other fronts surveyed because the frontal feature was short-lived relative to the time scale for population growth of the fish. However, the difference in results of the C-Front may also be due to a change in methodology used in this study. If mesoscale features such as fronts increase in frequency off the California coast in the future as predicted, they have the potential to alter population growth potential and restructure mesopelagic fish assemblages, which are dominated by migratory species.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","80-91","","","134","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0422; AR2019 Type: 10.1016/j.dsr.2018.03.005","","","","CCE; P0810; P1106; P1208; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RI5SCVK4","journalArticle","2018","Liu, Z. Y. and E. Di Lorenzo","Mechanisms and Predictability of Pacific Decadal Variability","Current Climate Change Reports","","","","","This paper reviews recent progress in the understanding and prediction of pacific decadal variability (PDV). The PDV is now recognized to consist of multiple ocean-atmosphere modes and to be caused by multiple processes. At the leading order, PDV can be viewed as the reddening process of stochastic atmospheric variability on the extratropical ocean. However, PDV is also strongly tied to teleconnection dynamics interacting with the tropics, primarily the interactions between meridional modes in the extra-tropics and ENSO, and between the ENSO teleconnections and the dominant modes of atmospheric variability in the mid-latitude.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","128-144","","2","4","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0392; FRII2017, AR2018 Type: 10.1007/s40641-018-0090-5","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RQAIZTI","journalArticle","2018","Liguori, G. and E. Di Lorenzo","Meridional Modes and Increasing Pacific Decadal Variability Under Anthropogenic Forcing","Geophys. Res. Lett.","","","","https://urldefense.com/v3/__https://doi.org/10.1002/2017GL076548__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp8OV2A0A$","Pacific decadal variability has strong impacts on the statistics of weather, atmosphere extremes, droughts, hurricanes, marine heatwaves, and marine ecosystems. Sea surface temperature (SST) observations show that the variance of the El Niño-like decadal variability has increased by 30% (1920-2015) with a stronger coupling between the major Pacific climate modes. Although we cannot attribute these trends to global climate change, the examination of 30 members of the Community Earth System Model Large Ensemble (LENS) forced with the RCP8.5 radiative forcing scenario (1920-2100) suggests that significant anthropogenic trends in Pacific decadal variance will emerge by 2020 in response to a more energetic North Pacific Meridional Mode (PMM)—a well-known El Niño precursor. The PMM is a key mechanism for energizing and coupling tropical and extratropical decadal variability. In the LENS, the increase in PMM variance is consistent with an intensification of the winds-evaporation-SST thermodynamic feedback that results from a warmer mean climate.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","983-991","","2","45","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0398; AR2018 Type: 10.1002/2017GL076548","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWQC9FUJ","thesis","2018","Ellen, J.; Elkan","Improving Biological Object Classification in Plankton Images Using Convolutional Neural Networks, Geometric Features, and Context Metadata","","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0437; AR2019 Volume: Ph.D.","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PA2MMRSZ","journalArticle","2018","Duke, E. M.","Large interannual variation in spawning in San Diego marine protected areas captured by molecular identification of fish eggs","Mar Ecol Prog Series","","","","https://urldefense.com/v3/__https://doi.org/10.3354/meps12738__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypFFo-mGk$","Long-term monitoring of marine ecosystems is critical to assessing how global processes such as natural environmental variation and climate change affect marine populations. Ichthyoplankton surveys provide one approach to such monitoring. We conducted weekly fish egg collections off the Scripps Institution of Oceanography (SIO) Pier (La Jolla, CA, USA) for 3 yr (2014 to 2017) and added a second sampling site near the La Jolla kelp forest for 1 yr (2017). Fish eggs were identified using DNA barcoding and data were compared to previous work from SIO Pier surveys from 2012 to 2014. We documented large interannual variability in fish egg abundance associated with climatic fluctuations, including an El Niño event captured during our sampling years. Overall egg abundance was reduced by >50% during periods of anomalously warm water in 2014 to 2016. Fish egg abundance rebounded in 2017 and was accompanied by a phenological shift of peak spawning activity. We found that interannual fish egg abundance may be linked with upwelling regimes and winter temperatures. Across the period of joint sampling, we found no distinct differences in community composition between the SIO Pier (soft bottom) and kelp forest habitat we sampled (2 km distant). Long-term monitoring of fish spawning can contribute to our understanding of how natural environmental variation, such as El Niño events, affects fish reproductive activity. This understanding may extend to trends in marine resource availability associated with climate and aid in evaluating the efficacy of existing management efforts.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","199-210","","","604","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0447; AR2019 Type: 10.3354/meps12738","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEXJ3BQW","thesis","2018","Bourne, H. L.; Bishop, James","Marine Biogeochemical Cycling of Carbon and Cadmium","","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","Berkeley, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0452; AR2020 Pages: 121 Volume: Ph.D.","","","","CCE; published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIY36VXG","thesis","2017","Valencia Ramirez, B.; Landry, Michael","Mesozooplankton responses to climate variability and contributions to microbial export","","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0396; RR2018,AR2018 Pages: 173 Volume: Ph.D.","","","","CCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
